no_of_employees,prevailing_wage,unit_of_wage,company_age,wage_per_year,wage_employee_ratio,employees_growth_rate_ratio,wage_per_age_ratio,case_status_encoded,education_level_ordinal,establishment_period_ordinal,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,has_job_experience_encoded,requires_job_training_encoded,full_time_position_encoded,region_target_encoded,prevailing_wage_log,no_of_employees_log
1653.0,36794.0,Year,36.0,36794.0,22.26,45.92,1022.06,0,2,3,0,1,0,0,0,0,0,0,1,0.7,10.513090067385729,7.4109518755836366
2054.0,81032.38,Year,48.0,81032.38,39.45,42.79,1688.17,1,2,4,0,1,0,0,0,0,1,0,1,0.62,11.302604106861018,7.628031126930335
3918.0,92622.89,Year,23.0,92622.89,23.64,170.35,4027.08,0,2,2,0,1,0,0,0,0,0,0,1,0.7,11.436291582311929,8.273591798199632
2002.0,170251.95,Year,38.0,170251.95,85.04,52.68,4480.31,0,3,3,0,1,0,0,0,0,0,0,1,0.63,12.045034677690658,7.602401335665818
1374.0,43614.66,Year,47.0,43614.66,31.74,29.23,927.97,1,2,4,0,1,0,0,0,0,0,1,1,0.7,10.68314861135373,7.226209010100671
1183.0,218315.56125000003,Year,56.0,218315.56125000003,184.54,21.12,3898.49,1,4,4,0,1,0,0,0,0,1,0,0,0.63,12.293696823781252,7.076653815443951
1120.0,2560.45,Year,55.0,2560.45,2.29,20.36,46.55,1,4,4,0,0,1,0,0,0,0,0,1,0.62,7.847938303275894,7.02197642307216
1226.0,87563.23,Year,14.0,87563.23,71.42,87.57,6254.52,1,3,2,0,0,0,1,0,0,1,0,1,0.6,11.380116439946823,7.112327444710911
3674.0,33097.49,Year,57.0,33097.49,9.01,64.46,580.66,1,2,4,0,1,0,0,0,0,1,0,1,0.7,10.407212727674143,8.209308411646937
2295.0,37874.33,Year,15.0,37874.33,16.5,153.0,2524.96,0,1,2,0,1,0,0,0,0,0,0,1,0.76,10.542028852886228,7.738923757439457
2938.0,32029.68,Year,45.0,32029.68,10.9,65.29,711.77,1,4,4,0,0,1,0,0,0,0,0,1,0.62,10.374418251919517,7.985824666418917
5041.0,101944.37,Year,92.5,101944.37,20.22,54.5,1102.1,0,1,5,0,1,0,0,0,0,1,0,1,0.7,11.532182551329145,8.525558107747866
3631.0,97096.04,Year,26.0,97096.04,26.74,139.65,3734.46,1,1,3,0,1,0,0,0,0,0,0,1,0.76,11.48345587074953,8.197538739721184
2354.0,77908.23,Year,92.5,77908.23,33.1,25.45,842.25,1,3,5,0,1,0,0,0,0,1,0,1,0.63,11.263286874545463,7.764296006450518
3092.0,92301.62,Year,92.5,92301.62,29.85,33.43,997.86,1,3,5,0,1,0,0,0,0,0,0,1,0.76,11.43281697179954,8.03689677268507
2628.0,88249.17,Year,17.0,88249.17,33.58,154.59,5191.13,1,3,2,0,0,0,1,0,0,0,0,0,0.6,11.387919569652166,7.874358824729881
3922.0,50126.67,Year,14.0,50126.67,12.78,280.14,3580.48,1,4,2,0,0,0,1,0,0,1,1,1,0.7,10.82230848076211,8.274611946209552
4503.0,154937.84,Year,25.0,154937.84,34.41,180.12,6197.51,1,3,3,0,1,0,0,0,0,1,0,1,0.76,11.950779283208378,8.412721169819527
856.0,18987.02,Year,12.0,18987.02,22.18,71.33,1582.25,1,2,1,0,0,1,0,0,0,0,1,1,0.7,9.851510866795154,6.75343791859778
5283.0,43214.89,Year,23.0,43214.89,8.18,229.7,1878.91,0,3,2,0,1,0,0,0,0,1,0,1,0.63,10.673940390771026,8.572438665642215
2127.0,2025.43,Year,72.0,2025.43,0.95,29.54,28.13,1,2,4,0,0,1,0,0,0,1,1,1,0.76,7.613537302677499,7.662937850461535
1359.0,12900.55,Year,33.0,12900.55,9.49,41.18,390.93,1,2,3,0,1,0,0,0,0,1,0,1,0.62,9.465025225099804,7.215239978730097
3136.0,80025.83,Year,92.5,80025.83,25.52,33.9,865.14,1,3,5,0,0,0,1,0,0,1,0,0,0.76,11.290104736543103,8.051022208190679
1539.0,72685.52,Year,25.0,72685.52,47.23,61.56,2907.42,0,2,3,0,1,0,0,0,0,0,0,1,0.62,11.193897468993189,7.3395376954076745
1426.0,133262.0,Year,53.0,133262.0,93.45,26.91,2514.38,1,2,4,0,1,0,0,0,0,1,0,0,0.76,11.800072394258445,7.2633296174768365
4815.0,26365.08,Year,26.0,26365.08,5.48,185.19,1014.04,1,3,3,0,0,1,0,0,0,0,1,1,0.63,10.179795686285777,8.479698986988657
3202.0,14555.64,Year,26.0,14555.64,4.55,123.15,559.83,1,4,3,0,0,0,0,0,1,0,0,1,0.63,9.585733826356957,8.071843149609158
3061.0,61145.87,Year,21.0,61145.87,19.98,145.76,2911.71,1,3,2,0,1,0,0,0,0,1,0,1,0.7,11.021017599995547,8.026823576217629
599.0,77986.16,Year,34.0,77986.16,130.19,17.62,2293.71,1,2,3,0,1,0,0,0,0,1,0,1,0.76,11.264286654030682,6.396929655216146
793.0,137540.38,Year,32.0,137540.38,173.44,24.78,4298.14,1,2,3,0,1,0,0,0,0,0,0,1,0.7,11.831672825702642,6.677083461247136
2384.0,89032.37,Year,24.0,89032.37,37.35,99.33,3709.68,0,1,3,0,1,0,0,0,0,1,0,1,0.76,11.396755290453774,7.776954403322442
1997.0,97603.99,Year,30.0,97603.99,48.88,66.57,3253.47,0,3,3,0,1,0,0,0,0,0,0,1,0.63,11.488673652713114,7.599901959208498
616.0,58275.42,Year,27.0,58275.42,94.6,22.81,2158.35,1,2,3,0,1,0,0,0,0,1,0,1,0.76,10.972935671085192,6.424869023905388
763.0,437.498,Hour,26.0,909995.84,1192.66,29.35,34999.84,0,4,3,0,1,0,0,0,0,0,0,1,0.7,6.0810721343586485,6.638567789166521
604.0,54314.94,Year,44.0,54314.94,89.93,13.73,1234.43,1,2,4,0,1,0,0,0,0,0,0,1,0.7,10.902554606200022,6.405228458030842
2810.0,67732.08,Year,18.0,67732.08,24.1,156.11,3762.89,1,3,2,0,0,1,0,0,0,0,0,0,0.63,11.123315201910147,7.941295570906532
1166.0,105288.99,Year,26.0,105288.99,90.3,44.85,4049.58,0,2,3,0,1,0,0,0,0,0,0,1,0.7,11.564464134250898,7.062191632286556
4185.0,37654.23,Year,38.0,37654.23,9.0,110.13,990.9,1,1,3,0,1,0,0,0,0,1,0,1,0.63,10.536200577514794,8.339500903005945
1514.0,64632.63,Year,17.0,64632.63,42.69,89.06,3801.92,0,2,2,0,1,0,0,0,0,1,0,1,0.62,11.07647467060554,7.323170717943469
7227.0,85967.45,Year,36.0,85967.45,11.9,200.75,2387.98,1,3,3,0,1,0,0,0,0,1,0,1,0.7,11.36172401521875,8.885717651712119
2183.0,14193.01,Year,65.0,14193.01,6.5,33.58,218.35,1,2,4,0,0,0,0,0,1,0,1,1,0.62,9.560504868871686,7.688913336864796
4050.0,75869.59,Year,36.0,75869.59,18.73,112.5,2107.49,1,2,3,0,1,0,0,0,0,0,0,1,0.62,11.236771224337026,8.30671904320269
1770.0,66206.61,Year,59.0,66206.61,37.4,30.0,1122.15,1,2,4,0,1,0,0,0,0,1,0,1,0.62,11.100535585883124,7.479299637782834
3914.0,144950.13,Year,26.0,144950.13,37.03,150.54,5575.0,1,2,3,0,1,0,0,0,0,0,0,1,0.7,11.884145031210386,8.272570608424903
487.0,16646.5,Year,28.0,16646.5,34.18,17.39,594.52,1,3,3,0,1,0,0,0,0,1,0,1,0.7,9.719955263101117,6.1903154058531475
4716.0,40587.61,Year,42.0,40587.61,8.61,112.29,966.37,1,2,3,0,0,1,0,0,0,0,0,1,0.62,10.611218126601454,8.458928283284262
3652.0,80824.32,Year,21.0,80824.32,22.13,173.9,3848.78,1,3,2,0,1,0,0,0,0,0,0,1,0.62,11.300033189319764,8.203304026795282
7227.0,19671.58,Year,41.0,19671.58,2.72,176.27,479.79,0,1,3,0,1,0,0,0,0,1,0,1,0.63,9.886930233525776,8.885717651712119
1745.0,45087.02,Year,92.5,45087.02,25.84,18.86,487.43,0,3,5,0,0,0,1,0,0,1,0,1,0.63,10.71634967918895,7.465082736399547
2474.0,76098.74,Year,47.0,76098.74,30.76,52.64,1619.12,1,2,4,0,1,0,0,0,0,1,0,1,0.62,11.239786986551076,7.813995675002791
2966.0,33428.28,Year,92.5,33428.28,11.27,32.06,361.39,0,3,5,0,1,0,0,0,0,1,0,1,0.63,10.417157527297805,7.995306620290822
3885.0,78587.67,Month,64.0,943052.04,242.74,60.7,14735.19,1,3,4,0,1,0,0,0,0,1,0,1,0.7,11.27197009588287,8.265135629937385
2345.0,78216.13,Year,15.0,78216.13,33.35,156.33,5214.41,1,2,2,0,1,0,0,0,0,1,1,1,0.7,11.267231171248154,7.76046702921342
2739.0,115193.45,Year,20.0,115193.45,42.06,136.95,5759.67,1,2,2,0,1,0,0,0,0,1,0,1,0.63,11.654368167988583,7.9157131993821155
6109.0,77170.45,Year,40.0,77170.45,12.63,152.72,1929.26,1,3,3,0,1,0,0,0,0,0,0,0,0.7,11.253771890716234,8.71768205216564
3118.0,55059.48,Year,62.0,55059.48,17.66,50.29,888.06,1,3,4,0,1,0,0,0,0,1,0,1,0.7,10.916169334409357,8.045267716607803
1760.0,83151.49,Year,79.0,83151.49,47.25,22.28,1052.55,0,2,5,0,1,0,0,0,0,0,1,1,0.62,11.328419403883252,7.473637108496206
3327.0,83278.18,Year,42.0,83278.18,25.03,79.21,1982.81,1,1,3,0,0,1,0,0,0,1,0,1,0.62,11.329941849063497,8.1101268019411
1008.0,58251.56,Year,92.5,58251.56,57.79,10.9,629.75,1,2,5,0,1,0,0,0,0,1,1,1,0.62,10.97252615218522,6.9167150203536085
501.0,54809.81,Year,23.0,54809.81,109.4,21.78,2383.04,1,4,2,0,0,1,0,0,0,1,1,1,0.7,10.911624471513445,6.218600119691729
3124.0,106895.41,Year,23.0,106895.41,34.22,135.83,4647.63,1,3,2,0,1,0,0,0,0,0,0,1,0.63,11.579606158766701,8.047189562170502
2936.0,62084.11,Year,83.0,62084.11,21.15,35.37,748.0,1,2,5,0,1,0,0,0,0,1,1,1,0.62,11.03624535756256,7.98514393119862
287.0,173.9685,Hour,92.5,361854.48000000004,1260.82,3.1,3911.94,1,1,5,0,1,0,0,0,0,1,0,1,0.63,5.15887424834305,5.662960480135946
605.0,237.4818,Hour,18.0,493962.144,816.47,33.61,27442.34,0,2,2,1,0,0,0,0,0,0,0,1,0.63,5.470090988959399,6.406879986069314
7227.0,561.9343,Hour,92.5,1168823.344,161.73,78.13,12635.93,0,3,5,0,1,0,0,0,0,0,0,1,0.76,6.331384939145305,8.885717651712119
4427.0,81192.85,Year,40.0,81192.85,18.34,110.68,2029.82,1,4,3,0,1,0,0,0,0,1,1,1,0.7,11.304582468085579,8.395703293828527
755.0,112363.99,Year,25.0,112363.99,148.83,30.2,4494.56,0,1,3,0,1,0,0,0,0,0,1,1,0.63,11.629498791445641,6.628041376179533
7227.0,75216.48,Year,13.0,75216.48,10.41,555.92,5785.88,1,3,1,0,1,0,0,0,0,1,0,1,0.76,11.228125634864481,8.885717651712119
766.0,123706.67,Year,52.0,123706.67,161.5,14.73,2378.97,0,3,4,0,1,0,0,0,0,0,0,1,0.7,11.725668477702978,6.642486801367256
2833.0,19490.22,Year,92.5,19490.22,6.88,30.63,210.71,1,2,5,0,0,0,1,0,0,0,1,1,0.7,9.877668080277818,7.949444420250626
1674.0,69121.75,Year,28.0,69121.75,41.29,59.79,2468.63,0,2,3,0,1,0,0,0,0,1,0,1,0.7,11.143624721444471,7.423568444259167
755.0,167.2888,Hour,36.0,347960.704,460.88,20.97,9665.58,0,2,3,0,1,0,0,0,0,0,0,1,0.7,5.119721660145126,6.628041376179533
1744.0,84812.35,Year,45.0,84812.35,48.63,38.76,1884.72,1,3,4,0,1,0,0,0,0,0,1,1,0.7,11.348196447968439,7.4645098346365275
524.0,176.8885,Hour,52.0,367928.07999999996,702.15,10.08,7075.54,1,2,4,0,1,0,0,0,0,1,0,1,0.7,5.17551959057323,6.263398262591624
1368.0,344.2666,Hour,23.0,716074.5279999999,523.45,59.48,31133.68,1,2,2,0,0,0,1,0,0,1,0,1,0.7,5.841416357215969,7.221835825288449
918.0,196122.24,Year,18.0,196122.24,213.64,51.0,10895.68,1,2,2,0,1,0,0,0,0,0,0,0,0.7,12.18649341727857,6.823286122355687
2015.0,87366.02,Year,15.0,87366.02,43.36,134.33,5824.4,1,3,2,0,1,0,0,0,0,0,0,1,0.7,11.37786169886094,7.60887062919126
3425.0,218315.56125000003,Year,20.0,218315.56125000003,63.74,171.25,10915.78,0,2,2,0,0,0,1,0,0,0,0,1,0.63,12.293696823781252,8.139148678884066
1617.0,159506.49,Year,30.0,159506.49,98.64,53.9,5316.88,1,1,3,0,1,0,0,0,0,1,0,1,0.76,11.979839890034407,7.388946097618437
2285.0,110880.87,Year,17.0,110880.87,48.53,134.41,6522.4,1,2,2,0,1,0,0,0,0,1,0,1,0.63,11.616211660713294,7.734558844354756
59.0,63831.83,Year,30.0,63831.83,1081.9,1.97,2127.73,1,2,3,0,0,1,0,0,0,1,1,1,0.63,11.064007247743563,4.0943445622221
1586.0,145692.0,Year,25.0,145692.0,91.86,63.44,5827.68,1,2,3,0,1,0,0,0,0,1,0,1,0.76,11.889250083331975,7.369600720526409
449.0,150416.76,Year,22.0,150416.76,335.0,20.41,6837.13,0,3,2,0,1,0,0,0,0,1,0,0,0.62,11.921165120459541,6.1092475827643655
492.0,148936.55,Year,48.0,148936.55,302.72,10.25,3102.84,1,2,4,0,1,0,0,0,0,1,0,0,0.63,11.911275655306277,6.20050917404269
62.0,56247.3,Year,19.0,56247.3,907.21,3.26,2960.38,1,2,2,0,1,0,0,0,0,1,0,1,0.7,10.937513318914629,4.143134726391533
1905.0,35925.72,Year,12.0,35925.72,18.86,158.75,2993.81,1,2,1,0,1,0,0,0,0,1,0,1,0.7,10.489208752500046,7.552762084214147
7227.0,152.91,Hour,92.5,318052.8,44.01,78.13,3438.41,0,3,5,0,1,0,0,0,0,0,0,1,0.63,5.02984951302006,8.885717651712119
823.0,77913.07,Year,36.0,77913.07,94.67,22.86,2164.25,0,3,3,0,1,0,0,0,0,1,0,1,0.62,11.26334899698959,6.714170529909472
7227.0,58536.1,Year,16.0,58536.1,8.1,451.69,3658.51,1,4,2,0,1,0,0,0,0,1,0,1,0.76,10.977398936912824,8.885717651712119
4253.0,75019.22,Year,92.5,75019.22,17.64,45.98,811.02,1,3,5,0,1,0,0,0,0,1,0,1,0.76,11.22549962635442,8.355614995760183
3428.0,50569.89,Year,32.0,50569.89,14.75,107.12,1580.31,0,2,3,0,1,0,0,0,0,1,0,1,0.63,10.831111618868974,8.14002395246292
1502.0,8950.39,Year,41.0,8950.39,5.96,36.63,218.3,1,3,3,0,0,0,1,0,0,1,0,1,0.63,9.099452385738514,7.315218389752975
1698.0,8427.08,Year,47.0,8427.08,4.96,36.13,179.3,0,2,4,0,1,0,0,0,0,0,0,1,0.63,9.039205609022652,7.4377951216719325
2893.0,101.27,Hour,24.0,210641.6,72.81,120.54,8776.73,0,2,3,0,1,0,0,0,0,1,0,1,0.63,4.617790217344194,7.970394907191429
1697.0,53378.34,Year,92.5,53378.34,31.45,18.35,577.06,1,3,5,0,1,0,0,0,0,1,0,1,0.7,10.885160324685534,7.437206366871292
841.0,192.5117,Hour,42.0,400424.33599999995,476.13,20.02,9533.91,0,2,3,0,1,0,0,0,0,0,0,1,0.62,5.260156931101636,6.7357800142423265
5104.0,181395.63,Year,92.5,181395.63,35.54,55.18,1961.03,1,1,5,0,1,0,0,0,0,1,0,1,0.63,12.108435725965057,8.537975730598767
2137.0,28.9508,Hour,35.0,60217.664000000004,28.18,61.06,1720.5,1,2,3,0,0,0,1,0,0,1,0,1,0.62,3.3655978374886644,7.6676260915849905
7227.0,76556.42,Year,18.0,76556.42,10.59,401.5,4253.13,1,3,2,0,1,0,0,0,0,1,0,1,0.7,11.245783264322966,8.885717651712119
2001.0,105687.76,Year,76.0,105687.76,52.82,26.33,1390.63,1,3,5,0,0,1,0,0,0,1,0,1,0.63,11.568244365720702,7.601901959875166
3880.0,52434.18,Year,20.0,52434.18,13.51,194.0,2621.71,1,2,2,0,0,0,1,0,0,0,0,1,0.63,10.867313947736765,8.263848131368906
3137.0,121651.37,Year,25.0,121651.37,38.78,125.48,4866.05,0,2,3,0,1,0,0,0,0,0,0,1,0.76,11.708914609964943,8.051340933292979
2561.0,113138.5,Year,35.0,113138.5,44.18,73.17,3232.53,0,3,3,0,1,0,0,0,0,1,0,0,0.63,11.636368010898707,7.848543482456679
5878.0,98593.91,Year,17.0,98593.91,16.77,345.76,5799.64,1,2,2,0,0,0,1,0,0,1,1,1,0.62,11.498764773977326,8.679141958402255
2247.0,81826.01,Month,20.0,981912.1199999999,436.99,112.35,49095.61,1,2,2,0,1,0,0,0,0,1,0,1,0.62,11.312350442709029,7.717796211013582
3121.0,27658.53,Year,42.0,27658.53,8.86,74.31,658.54,1,3,3,0,0,1,0,0,0,1,0,1,0.62,10.22768945847026,8.046229101075378
1430.0,100461.45,Year,20.0,100461.45,70.25,71.5,5023.07,1,3,2,0,1,0,0,0,0,0,1,1,0.62,11.517529350805287,7.266128779556451
1035.0,17125.77,Year,31.0,17125.77,16.55,33.39,552.44,1,3,3,0,1,0,0,0,0,1,0,1,0.62,9.748339625623247,6.943122422819428
349.0,58.5781,Hour,21.0,121842.448,349.12,16.62,5802.02,1,2,2,0,1,0,0,0,0,0,0,1,0.7,4.070360906595674,5.857933154483459
699.0,26165.66,Year,92.5,26165.66,37.43,7.56,282.87,1,2,5,0,1,0,0,0,0,1,0,1,0.7,10.17220314302477,6.551080335043404
610.0,84254.52,Year,25.0,84254.52,138.12,24.4,3370.18,1,1,3,0,1,0,0,0,0,0,0,0,0.7,11.341597496627138,6.415096959171596
4108.0,115196.05,Year,16.0,115196.05,28.04,256.75,7199.75,0,2,2,0,1,0,0,0,0,1,0,1,0.63,11.65439073846163,8.32093496888341
825.0,122927.88,Year,25.0,122927.88,149.0,33.0,4917.12,1,3,3,0,0,0,0,0,1,0,0,0,0.7,11.71935312092576,6.716594773520978
1269.0,307.5542,Hour,24.0,639712.7359999999,504.11,52.88,26654.7,1,2,3,0,1,0,0,0,0,0,0,1,0.63,5.728651331877177,7.146772179452637
653.0,864.9518,Hour,18.0,1799099.7440000002,2755.13,36.28,99949.99,1,2,2,0,0,0,1,0,0,0,0,1,0.63,6.762673782835968,6.483107351457199
4017.0,154351.64,Year,20.0,154351.64,38.42,200.85,7717.58,1,3,2,0,1,0,0,0,0,0,0,0,0.7,11.94698865507632,8.29853954537488
1692.0,72337.3,Year,19.0,72337.3,42.75,89.05,3807.23,1,3,2,0,1,0,0,0,0,1,0,1,0.63,11.189095181060578,7.4342573821331355
222.0,42419.61,Year,17.0,42419.61,191.08,13.06,2495.27,1,2,2,0,1,0,0,0,0,0,0,1,0.63,10.65536603429989,5.407171771460119
4763.0,92084.89,Year,92.5,92084.89,19.33,51.49,995.51,1,3,5,0,1,0,0,0,0,1,0,1,0.7,11.430466147980479,8.46884293047519
3693.0,53542.83,Year,19.0,53542.83,14.5,194.37,2818.04,1,1,2,0,0,0,1,0,0,0,1,1,0.62,10.888237173353929,8.214465160759186
7227.0,100210.7,Year,92.5,100210.7,13.87,78.13,1083.36,1,3,5,0,1,0,0,0,0,1,0,1,0.63,11.515030248358782,8.885717651712119
1172.0,34778.28,Year,29.0,34778.28,29.67,40.41,1199.25,0,2,3,0,1,0,0,0,0,1,0,1,0.7,10.456748332976371,7.067319848653476
1835.0,106523.82,Year,27.0,106523.82,58.05,67.96,3945.33,1,3,3,0,0,0,1,0,0,1,0,1,0.63,11.576123901094839,7.515344571180436
1705.0,83204.23,Year,47.0,83204.23,48.8,36.28,1770.3,0,2,4,0,0,0,1,0,0,1,0,0,0.63,11.329053466863076,7.441906728051625
3166.0,208875.57,Year,56.0,208875.57,65.97,56.54,3729.92,0,3,4,0,0,1,0,0,0,1,0,1,0.63,12.249493994798819,8.06054004653864
3039.0,43843.94,Year,23.0,43843.94,14.43,132.13,1906.26,1,1,2,0,1,0,0,0,0,1,1,1,0.7,10.688391789846401,8.019612794400267
1513.0,73839.7,Year,57.0,73839.7,48.8,26.54,1295.43,1,3,4,0,1,0,0,0,0,1,0,0,0.62,11.20965180632991,7.322510433997394
1229.0,115000.96,Year,29.0,115000.96,93.57,42.38,3965.55,1,2,3,0,1,0,0,0,0,1,0,1,0.63,11.652695755136632,7.114769448366463
2245.0,145088.3,Year,27.0,145088.3,64.63,83.15,5373.64,1,2,3,0,1,0,0,0,0,0,0,1,0.76,11.885097801575695,7.716906135298388
173.0,165410.53,Year,66.0,165410.53,956.13,2.62,2506.22,0,4,4,0,0,0,1,0,0,1,0,1,0.62,12.016185723390494,5.159055299214529
190.0,117248.37,Year,77.0,117248.37,617.1,2.47,1522.71,1,3,5,0,1,0,0,0,0,1,0,0,0.62,11.672049784292916,5.25227342804663
838.0,212483.55,Year,92.5,212483.55,253.56,9.06,2297.12,1,2,5,0,0,0,1,0,0,1,1,1,0.76,12.266619852585457,6.732210706467206
1873.0,126538.01,Year,92.5,126538.01,67.56,20.25,1367.98,0,3,5,0,1,0,0,0,0,1,0,1,0.63,11.748298016324648,7.535830462798367
2874.0,210511.86,Year,18.0,210511.86,73.25,159.67,11695.1,0,2,2,0,1,0,0,0,0,0,0,1,0.62,12.257297272560175,7.963807953231451
3758.0,132228.64,Year,41.0,132228.64,35.19,91.66,3225.09,1,3,3,0,1,0,0,0,0,1,0,0,0.62,11.792287824388698,8.231908243564177
1783.0,54277.27,Year,92.5,54277.27,30.44,19.28,586.78,1,3,5,0,0,1,0,0,0,1,0,1,0.7,10.901860817916111,7.486613313139955
276.0,80192.2,Year,32.0,80192.2,290.55,8.62,2506.01,1,4,3,0,1,0,0,0,0,1,1,1,0.7,11.292181532266996,5.6240175061873385
4033.0,105252.55,Year,17.0,105252.55,26.1,237.24,6191.33,1,1,2,0,1,0,0,0,0,1,0,1,0.62,11.564117979279638,8.302513718514158
1566.0,113.236,Hour,92.5,235530.88,150.4,16.93,2546.28,0,2,5,0,1,0,0,0,0,0,0,1,0.7,4.729474136412472,7.356918242356021
2529.0,65.0665,Hour,21.0,135338.32,53.51,120.43,6444.68,1,3,2,0,0,0,1,0,0,1,0,1,0.63,4.175409823832192,7.835974581721566
4828.0,33820.42,Year,32.0,33820.42,7.01,150.88,1056.89,1,3,3,0,0,0,1,0,0,1,0,1,0.63,10.428820041062627,8.482394685873542
631.0,60349.64,Year,20.0,60349.64,95.64,31.55,3017.48,0,1,2,0,0,0,1,0,0,0,0,1,0.7,11.007910261304904,6.448889394146858
2712.0,142991.65,Year,20.0,142991.65,52.73,135.6,7149.58,1,3,2,1,0,0,0,0,0,1,0,1,0.7,11.870541515928796,7.905810312658931
3267.0,106366.52,Year,19.0,106366.52,32.56,171.95,5598.24,1,2,2,0,1,0,0,0,0,0,0,1,0.76,11.57464614471918,8.091933455979893
3439.0,53016.75,Year,92.5,53016.75,15.42,37.18,573.15,1,3,5,0,0,1,0,0,0,1,0,1,0.62,10.878363180340703,8.143226750367445
2621.0,66588.78,Year,30.0,66588.78,25.41,87.37,2219.63,1,2,3,0,1,0,0,0,0,1,0,1,0.63,11.106291373867606,7.871692664323645
3054.0,30192.01,Year,25.0,30192.01,9.89,122.16,1207.68,0,2,3,0,1,0,0,0,0,0,0,1,0.76,10.315332598821843,8.024534871605695
3889.0,12068.06,Year,49.0,12068.06,3.1,79.37,246.29,1,2,4,0,0,1,0,0,0,0,0,1,0.62,9.39831757209291,8.266164436612492
850.0,109.97,Hour,24.0,228737.6,269.1,35.42,9530.73,1,3,3,0,1,0,0,0,0,1,0,1,0.7,4.700207601322843,6.7464121285733745
3155.0,66541.52,Year,20.0,66541.52,21.09,157.75,3327.08,1,2,2,0,1,0,0,0,0,1,0,1,0.7,11.105581392714026,8.057060681965766
3262.0,47341.75,Year,19.0,47341.75,14.51,171.68,2491.67,1,1,2,0,1,0,0,0,0,1,0,1,0.62,10.765147849009145,8.09040229659332
620.0,332.9846,Hour,13.0,692607.968,1117.11,47.69,53277.54,0,4,1,0,0,0,1,0,0,0,0,1,0.63,5.808096242664807,6.431331081933479
5266.0,28421.02,Year,22.0,28421.02,5.4,239.36,1291.86,0,3,2,0,0,1,0,0,0,0,0,1,0.62,10.25488429122521,8.569216219483389
602.0,30191.04,Year,13.0,30191.04,50.15,46.31,2322.39,1,3,1,0,1,0,0,0,0,1,0,1,0.7,10.315300470600427,6.401917196727186
2445.0,103480.5,Year,26.0,103480.5,42.32,94.04,3980.02,1,1,3,0,0,1,0,0,0,1,1,1,0.62,11.547138468139858,7.802209316247118
3074.0,82099.8,Year,48.0,82099.8,26.71,64.04,1710.41,1,2,4,0,1,0,0,0,0,1,0,1,0.7,11.31569085938396,8.031060180240619
843.0,158063.45,Year,22.0,158063.45,187.5,38.32,7184.7,1,2,2,0,1,0,0,0,0,0,0,1,0.76,11.970751813675003,6.738152494595957
922.0,85263.75,Year,36.0,85263.75,92.48,25.61,2368.44,1,2,3,0,0,1,0,0,0,0,0,1,0.63,11.353504672462458,6.827629234502852
254.0,52734.22,Year,24.0,52734.22,207.62,10.58,2197.26,0,3,3,0,1,0,0,0,0,0,0,1,0.76,10.873019859665517,5.541263545158426
4591.0,51962.44,Year,30.0,51962.44,11.32,153.03,1732.08,0,3,3,0,0,1,0,0,0,1,0,1,0.63,10.858276428881371,8.432070937999402
4406.0,69711.77,Year,28.0,69711.77,15.82,157.36,2489.71,1,2,3,0,1,0,0,0,0,1,0,1,0.63,11.15212444906328,8.390949464841986
5400.0,56887.63,Year,47.0,56887.63,10.53,114.89,1210.38,1,1,4,0,0,1,0,0,0,1,0,1,0.62,10.948833197534327,8.594339400592892
1876.0,78471.91,Year,92.5,78471.91,41.83,20.28,848.34,1,2,5,0,0,1,0,0,0,1,0,1,0.62,11.270496005337591,7.537430036586509
100.0,58598.03,Year,15.0,58598.03,585.98,6.67,3906.54,1,3,2,0,0,0,0,1,0,0,0,1,0.62,10.978456357252574,4.61512051684126
1943.0,732.4531,Hour,17.0,1523502.4479999999,784.1,114.29,89617.79,0,2,2,0,0,0,1,0,0,1,0,1,0.7,6.596399311537633,7.572502985020384
5173.0,67543.29,Year,25.0,67543.29,13.06,206.92,2701.73,1,1,3,0,0,0,1,0,0,1,0,0,0.7,11.120524004627619,8.551401362745974
1588.0,118034.57,Year,32.0,118034.57,74.33,49.62,3688.58,0,1,3,0,1,0,0,0,0,0,0,0,0.76,11.678732826643309,7.370860166536716
2505.0,122395.57,Year,14.0,122395.57,48.86,178.93,8742.54,1,4,2,0,0,0,1,0,0,1,0,0,0.7,11.71501345559493,7.826443135456014
2707.0,205512.84,Year,92.5,205512.84,75.92,29.26,2221.76,0,2,5,0,1,0,0,0,0,1,0,0,0.62,12.233263792718347,7.903965634032166
5388.0,3726.36,Year,18.0,3726.36,0.69,299.33,207.02,1,3,2,0,0,0,0,0,1,1,0,1,0.7,8.223187164851769,8.592115117933497
5141.0,35033.89,Year,21.0,35033.89,6.81,244.81,1668.28,1,3,2,0,1,0,0,0,0,1,0,1,0.63,10.46407115769962,8.545197387825835
2169.0,329.0891,Hour,62.0,684505.328,315.59,34.98,11040.41,0,2,4,0,1,0,0,0,0,0,0,1,0.62,5.796328534768767,7.682482446534506
471.0,179426.93,Year,24.0,179426.93,380.95,19.62,7476.12,1,3,3,0,1,0,0,0,0,0,0,1,0.7,12.097523328823952,6.156978985585555
4778.0,42473.49,Year,24.0,42473.49,8.89,199.08,1769.73,1,3,3,0,1,0,0,0,0,1,0,1,0.7,10.656635395584486,8.471986598578159
